parkCode,cashless,contentOrderOrdinals,customFeeDescription,customFeeHeading,customFeeLinkText,customFeeLinkUrl,entranceFeeDescription,entrancePassDescription,fees,feesAtWorkUrl,isFeeFreePark,isInteragencyPassAccepted,isParkingFeePossible,isParkingOrTransportationFeePossible,paidParkingDescription,paidParkingHeading,parkCode,parkingDetailsUrl,passes,relatedMultiSitePasses,timedEntryDescription,timedEntryHeading
arho,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,True,True,,,arho,https://www.arlingtoncemetery.mil/Visit/Parking,[],[],,
arpo,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,arpo,,[],[],,
asis,Depends on Location,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,Assateague Island National Seashore offers an annual park pass for $45.00. It is valid in both the MD and VA districts of Assateague Island. (This includes the Chincoteague National Wildlife Refuge),"[{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Assateague 7 day vehicle pass.', 'informationUrl': '', 'id': '93A7BBB3-5B57-4D9D-B616-AFE72F04801C', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'Assateague 7 day motorcycle pass.', 'informationUrl': '', 'id': 'F36CD6D5-D424-49BF-8F7E-52A6D743A5B9', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '0.00', 'timedEntryShortDescription': '', 'description': 'Assateague per person walk-in or bicycle', 'informationUrl': '', 'id': '2B1EBDF3-2136-40BA-8069-6BE02B84299C', 'npsGovPurchaseUrl': ''}]",https://www.nps.gov/asis/learn/management/your-fee-dollars-at-work.htm,False,True,False,False,,,asis,,"[{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '45.00', 'image': [{'credit': 'NPS/K. Gipson', 'title': '2024 ASIS Annual Pass', 'altText': '2024 Assateague Island National Seashore Annual Pass', 'caption': '2024 Assateague Island National Seashore Annual Pass', 'url': 'https://www.nps.gov/common/uploads/entrance_pass/8703D043-AF39-A538-F070409D41070CC9.jpg'}], 'description': 'The Assateague Island National Seashore Annual Park Entrance Pass is $45.00. It is valid in both the Maryland District and Virginia District (Chincoteague National Wildlife Refuge).', 'paymentDescription': '', 'category': 'Annual Entrance - Park', 'informationUrl': '', 'recGovPurchaseUrl': '', 'id': '1DA9CCD2-2D2F-4904-ACD1-2168201A1475', 'npsGovPurchaseUrl': ''}]",[],,
azru,No,"{'entranceFee': 1, 'timedEntry': 2, 'paidParking': 3, 'customFee': 4}",,,,,"Aztec Ruins National Monument is a fee free park. Visitors are not required to pay to enter. We are able to issue free Interagency Passes including the Interagency Military (annual and veteran), Every Kid in a Park, and Access Passes. Please bring paperwork required if you qualify to be issued one of these passes. Passes are not required for entry.",,[],,True,False,False,False,,,azru,,[],[],,
badl,Yes,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,"Badlands National Park charges an entrance fee. No cash is accepted. Credit/debit card only. You may purchase a 7-day pass valid at only Badlands National Park privately or commercially. Private passes (private vehicle, motorcycle, or individual) can be purchased on recreation.gov or on-site, at one of the 3 entrance stations (Northeast, Pinnacles, or Interior). Commercial passes (sedan, van, minibus, or motorcoach) must be purchased on-site at one of the entrance stations. If you are visiting other federal recreation areas consider purchasing an Interagency Pass (Annual, Senior, Access, Military, etc.) when you arrive at the park. If you already hold one of the accepted entrance passes you do not need to purchase any of the 7-day passes. Site Passes purchased on Recreation.gov are non-refundable and non-transferable. Only purchase this Badlands National Park Site Pass if you do not plan to use another pass to cover the entrance fee.",,"[{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2578', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '30.00', 'timedEntryShortDescription': '', 'description': 'Fee covers the entry of a private vehicle and its occupants for 7 days', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': 'CDB86829-AF36-452F-8F1A-DBF8D40A5C29', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2578', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Fee covers the entry of a motorcycle and its occupants for 7 days', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': 'D8CB2707-4AA5-4AF9-9EC3-8125A84FB751', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2578', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Fee covers the entry of an individual that is hiking, bicycling, etc... for 7 days', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': 'E86C8F69-9B04-4E95-A5F6-DD8B7769517B', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Sedan', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Commercial sedan, 1 to 6 passenger capacity. $25 plus $15 per person - 7 days for Original Manifest', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': '40A007C7-7658-47F9-9605-E847699BEE20', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Van', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '50.00', 'timedEntryShortDescription': '', 'description': 'Commercial van, 7 to 15 passenger capacity; $50 - 7 days for Original Manifest', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': '5A334EC2-1500-4699-A9B5-A7C366F6562E', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Mini-bus', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '60.00', 'timedEntryShortDescription': '', 'description': 'Minibus, 16 to 25 passenger capacity; $60 - 7 days for Original Manifest', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': '2C4E71A1-CEA6-4FCA-816C-0CE2A934CEAF', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Motor Coach', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Fees are waived at Badlands National Park on the following days:\n\nNov 11, 2022: Veterans Day\nJan 16, 2023: Martin Luther King Jr. Day\nApr 16, 2023: First Day of National Park Week\nAug 4, 2023: Great American Outdoors Act\nSep 24, 2023: National Public Lands Day', 'payGovPurchaseUrl': '', 'cost': '150.00', 'timedEntryShortDescription': '', 'description': 'Motorcoach, 26 or more passenger capacity; $150 - 7 days for Original Manifest', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'id': '488D8FCA-63B6-41DC-98F6-DF51AD46511D', 'npsGovPurchaseUrl': ''}]",,False,True,False,False,,,badl,,"[{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '55.00', 'image': [{'credit': '', 'title': '', 'altText': '', 'caption': '', 'url': 'https://www.nps.gov/customcf/structured_data/images/add_image.png'}], 'description': 'This pass admits a single, private, non commercial vehicle and its occupants into the park. This pass does not include camping or give any type of discount at stores inside the park. Valid for one year from month of purchase.', 'paymentDescription': 'Credit/Debit only', 'category': 'Annual Entrance - Park', 'informationUrl': 'https://www.nps.gov/badl/planyourvisit/fees.htm', 'recGovPurchaseUrl': '', 'id': '1705348A-4D57-44BB-A2E1-CB7589B57104', 'npsGovPurchaseUrl': ''}]",[],,
band,Yes,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,"All entrance passes are all valid for seven days and include access to all areas of the park, including Tsankawi. Children 15 years and younger are free. All digital Site Passes must be printed prior to arriving at Bandelier.",,"[{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/72441', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Pass covers all persons traveling in a single, private, non-commercial vehicle (car, truck, camper, or van up to 15 passengers). Auto passes are non-transferable and not replaced if lost or stolen.  Entrance passes do not cover camping fees.', 'informationUrl': '', 'id': '1CB96441-FD12-4784-8795-2229567817D7', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/72441', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'Pass covers a single motorcycle and up to two people. Motorcycle passes are non-transferable and not replaced if lost or stolen.', 'informationUrl': '', 'id': '91C2C83D-31CF-4A2A-8220-6A300D5202B7', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/72441', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Pass covers per person entrance fee for those 16 years of age and older traveling on foot or by bicycle, or for individuals traveling together in a 16 passenger or greater vehicle as a non-commercial, organized group. Individual passes are non-transferable and not replaced if lost or stolen.', 'informationUrl': '', 'id': '750B31EE-6C9F-4571-8969-45C5600F969D', 'npsGovPurchaseUrl': ''}]",,False,True,False,False,,,band,,"[{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '45.00', 'image': [{'credit': '', 'title': '', 'altText': '', 'caption': '', 'url': 'https://www.nps.gov/customcf/structured_data/images/add_image.png'}], 'description': 'Valid for one year from month of purchase. Admits passholder and passengers in a single, private, non-commercial vehicle, or the pass holder plus up to 3 other people when entry is by other means (foot, bicycle). Non-transferable, non-refundable, not replaceable if lost or stolen.', 'paymentDescription': '', 'category': 'Annual Entrance - Park', 'informationUrl': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/72441', 'id': '7B0A5CDF-A56C-407C-BF10-39E2A6FE0A7A', 'npsGovPurchaseUrl': ''}]",[],,
bawa,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,bawa,,[],[],,
bela,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,Bering Land Bridge does not issue Entrance Passes. Visit this page for more information on Entrance Passes: https://www.nps.gov/planyourvisit/passes.htm,[],,True,False,False,False,,,bela,,[],[],,
beol,Yes,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,"Per Person - Adults (age 16 and older): $10.00. Children (age 15 and under): Free. Entrance fees can be paid to a ranger at the entrance of the fort or at the Western National Parks Association (WNPA) park store in the back of the fort. The National Park Service accepts credit card for fee payments. WNPA accepts all forms of tender. Permits are good for seven consecutive days. Fees apply to those 16 years old and older. America the Beautiful passes are honored. The park issues the America the Beautiful Interagency Annual Pass, Bent's Old Fort Annual Pass, Annual and Lifetime Senior Passes, Military Pass, Access Pass, and fourth Grade Every Kid Outdoors Annual Pass.",Bent's Old Fort Annual Park Pass - Cost $35. Covers entrance fees for passholder plus three adults at Bent's Old Fort National Historic Site. This pass can be purchased at the entrance inside the fort and at the Western National Parks Association park store in the back of the fort. Good for one year from purchase. Non-transferable and non-refundable.,"[{'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2583', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'America the Beautiful passes are honored.', 'payGovPurchaseUrl': '', 'cost': '10.00', 'timedEntryShortDescription': '', 'description': '$10.00 per person - Adults (age 16 and older).', 'informationUrl': 'https://www.nps.gov/beol/planyourvisit/fees.htm', 'id': 'CC81482F-65E5-4CD6-9702-09ACCCDDDE32', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Education/Academic Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Those organized, educational groups of children who are less than 16 years of age with less than 75 students and no more than 10 adult teachers and chaperones must call\xa0to schedule a field trip to the park at least two weeks in advance of their visit in order to\xa0enter the park free of charge without a fee waiver.', 'payGovPurchaseUrl': '', 'cost': '0.00', 'timedEntryShortDescription': '', 'description': 'Applications for fee waivers must be received two weeks prior to your anticipated trip. \nThose organized, educational groups of children who are less than 16 years of age with less than 75 students and no more than 10 adult teachers and chaperones must call\xa0to schedule a field trip to the park at least two weeks in advance of their visit in order to\xa0enter the park free of charge without a fee waiver.', 'informationUrl': 'https://www.nps.gov/beol/planyourvisit/academic-fee-waiver.htm', 'id': 'E9D0C019-490E-4456-9EB4-016521DD8B0E', 'npsGovPurchaseUrl': ''}]",https://www.nps.gov/beol/planyourvisit/fees.htm,False,True,False,False,,,beol,,"[{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '35.00', 'image': [{'credit': 'NPS/Volunteer Cody Mobley', 'title': ""2024 Bent's Old Fort Annual Pass"", 'altText': ""Modern-day Tintype photo of Bent's Old Fort with people in 1860s period clothing"", 'caption': ""Modern-day Tintype photo of Bent's Old Fort with people in 1860s period clothing"", 'url': 'https://www.nps.gov/common/uploads/entrance_pass/1B7CD582-A467-56E4-365A2717868FEC13.jpg'}], 'description': ""Bent's Old Fort Annual Park Pass - Cost $35.\nCovers entrance fees for passholder plus three adults at Bent's Old Fort National Historic Site. This pass can be purchased at the entrance inside the fort and at the Western National Parks Association park store in the back of the fort. Good for one year from purchase. Non-transferable and non-refundable."", 'paymentDescription': 'This pass can be purchased by credit card at the entrance inside the fort and by cash or credit card at the Western National Parks Association park store in the back of the fort.', 'category': 'Annual Entrance - Park', 'informationUrl': 'https://www.nps.gov/beol/planyourvisit/fees.htm', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2583', 'id': 'F95AB378-3A04-4725-BFE0-31927BA572F3', 'npsGovPurchaseUrl': ''}]",[],,
bepa,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,bepa,,[],[],,
bibe,Yes,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,All vehicles entering Big Bend National Park are subject to an entrance fee. No cash is accepted; credit/debit card only. No refunds are given due to inclement weather. You can pay your entrance pass when you arrive at the park. There are no reservations required for entering Big Bend National Park.,Big Bend National Park Annual Pass: $55 Covers entrance fees to Big Bend National Park. Pass is available at Big Bend National Park entrance stations or any visitor center. Good for one year from purchase date. Pass is non-transferable.,"[{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '30.00', 'timedEntryShortDescription': '', 'description': 'Admits one private, non-commercial vehicle (15 passenger capacity or less); valid for 7 days.', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '625A43EB-F890-41FB-88BD-2993FFA8B7F1', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Admits one non-commercial motorcycle; valid for 7 days.', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '1BE872AA-2DD0-419C-955E-1C891968DE9B', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Admits one individual. Typically used for bicyclists and pedestrians; valid for 7 days.', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '26BB94AE-6EDB-445A-A6CC-1AED16152895', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Motor Coach', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '200.00', 'timedEntryShortDescription': '', 'description': 'Companies conducting business in the park are required to obtain a commercial use authorization. The only exception is companies travelling in a 26-person capacity or greater vehicle; such vehicles are charged a flat fee of $200 (commercial use authorization not required).', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '7D9E2631-60FE-4589-A9D9-FBA29284213A', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Non-commercial Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '30.00', 'timedEntryShortDescription': '', 'description': 'Organized groups such as Scouts, youth groups, churches, reunions, clubs, etc. that do not qualify for an academic fee waiver are charged as follows:\n$30 per non-commercial vehicle with a capacity of 15 or less.\n$15 per person traveling in a non-commercial vehicle with a capacity of 16 or more. Fees will not exceed the commercial rate for the same sized vehicle. Youth 15 and younger are free. Individuals or families with a valid annual or lifetime pass may use their pass for themselves and up to 3 others.', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '03E4A538-993E-49D1-9DF2-4077BB4D2E72', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Mini-bus', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '100.00', 'timedEntryShortDescription': '', 'description': 'This fee is valid for seven consecutive days. A commercial use authorization is required.\n\nhttps://www.nps.gov/bibe/learn/management/cua.htm', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': '98E7967E-AF63-42CE-89FB-889E25993268', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Sedan', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. For sedan with 1 to 6 seats, the fee is $30 + $15 per client.\nThis fee is valid for seven consecutive days. A commercial use authorization is required.', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'id': 'CAE237B6-1A9E-452F-9297-05AF3C31A557', 'npsGovPurchaseUrl': ''}]",https://www.nps.gov/bibe/learn/management/yourdollarsatwork.htm,False,True,False,False,,,bibe,,"[{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '55.00', 'image': [{'credit': 'NPS', 'title': 'Big Bend Annual Pass', 'altText': 'Big Bend Annual Pass', 'caption': 'Big Bend Annual Pass', 'url': 'https://www.nps.gov/common/uploads/entrance_pass/4DB95886-F83D-249C-EF21CE7998AFBE63.jpg'}], 'description': 'Big Bend National Park Annual Pass\nCovers entrance fees to Big Bend National Park. Pass is available at Big Bend National Park entrance stations or any visitor center. Good for one year from purchase date. Pass is non-transferable.', 'paymentDescription': '', 'category': 'Annual Entrance - Park', 'informationUrl': 'https://www.nps.gov/bibe/planyourvisit/fees.htm', 'recGovPurchaseUrl': '', 'id': '1D57EDC7-BE8C-4F8E-8F0D-5370C0A0DDEE', 'npsGovPurchaseUrl': ''}]",[],,
bica,No,"{'entranceFee': 1, 'timedEntry': 2, 'paidParking': 3, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,bica,,[],[],,
bicr,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,bicr,,[],[],,
bicy,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,Big Cypress is a Fee Free Park!,Big Cypress National Preserve is a fee free park and an entrance pass is not required.,[],,True,False,False,False,,,bicy,,[],[],,
biho,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,biho,,[],[],,
bisc,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,True,True,,,bisc,https://www.nps.gov/bisc/planyourvisit/fees.htm,[],[],,
biso,Depends on Location,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,"This is an ENTRANCE FEE FREE park. There are other fees that apply depending on the location and/or activity. For more information, visit this page: https://www.nps.gov/biso/planyourvisit/fees.htm",,[],https://www.nps.gov/biso/learn/management/yourdollarsatwork.htm,True,True,False,False,,,biso,,[],[],,
bith,,"{'entranceFee': 1, 'timedEntry': 1, 'paidParking': 1, 'customFee': 4}",,,,,,,[],,True,False,False,False,,,bith,,[],[],,
